Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Nissan,2011.0,Navara,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,9.5,256650.0,QLD,6,Ute / Tray,4,5,26990.0
Mazda,2016.0,CX-3,SUV,USED,Manual,2.0,Front,Unleaded,6.3,82395.0,NSW,4,SUV,4,5,22990.0
Mercedes-Benz,2019.0,A180,Hatchback,USED,Automatic,1.3,Front,Unleaded,5.7,24111.0,NSW,4,Hatchback,5,5,42990.0
Holden,2012.0,Captiva,SUV,USED,Automatic,2.2,AWD,Diesel,8.3,151600.0,WA,4,SUV,4,7,12980.0
Volvo,2021.0,XC40,SUV,USED,Automatic,2.0,AWD,Premium,7.7,33224.0,NSW,4,SUV,4,5,59800.0
Suzuki,2020.0,Baleno,Hatchback,USED,Automatic,1.4,Front,Unleaded,5.2,19296.0,NSW,4,Hatchback,4,5,21888.0
Toyota,2011.0,Hilux,Ute / Tray,USED,Manual,3.0,Rear,Diesel,8.1,181803.0,NSW,4,Ute / Tray,2,3,15990.0
Hyundai,2020.0,Santa,SUV,USED,Automatic,2.2,AWD,Diesel,6.1,179193.0,WA,4,SUV,4,7,26980.0
Kia,2018.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,94648.0,NSW,4,SUV,4,5,25490.0
Mercedes-Benz,2013.0,CLA200,Sedan,USED,Automatic,1.6,Front,Premium,5.7,116866.0,NSW,4,Sedan,4,5,24999.0
Honda,2017.0,Civic,Sedan,USED,Automatic,1.5,Front,Unleaded,6.0,94472.0,VIC,4,Sedan,4,5,28990.0
Skoda,2022.0,Scala,Sydney City Skoda,DEMO,Automatic,1.0,Front,Premium,5.3,654.0,NSW,3,Hatchback,5,5,32990.0
Mazda,2023.0,CX-30,Rockdale Mazda New,NEW,Automatic,2.5,AWD,Unleaded,6.8,7.0,NSW,4,SUV,4,5,46288.0
Dodge,2007.0,Nitro,SUV,USED,Automatic,2.8,4WD,Diesel,9.4,178927.0,NSW,4,SUV,4,5,13990.0
Hyundai,2022.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,49063.0,NSW,4,Hatchback,5,5,26990.0
Hyundai,2019.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,53319.0,NSW,4,Hatchback,4,5,22490.0
Toyota,2022.0,Yaris,SUV,USED,Automatic,1.5,Front,Hybrid,3.8,22714.0,NSW,3,SUV,4,5,38990.0
Volkswagen,2018.0,Multivan,Wagon,USED,Automatic,2.0,Front,Diesel,7.7,73225.0,NSW,4,Wagon,4,7,48940.0
Mini,2020.0,Countryman,SUV,USED,Automatic,1.5,Front,Premium,6.3,40000.0,NSW,3,SUV,4,5,42990.0
Porsche,2014.0,Cayenne,SUV,USED,Automatic,3.0,AWD,Diesel,7.4,133114.0,WA,6,SUV,4,5,49900.0
Toyota,2019.0,Kluger,SUV,USED,Automatic,3.5,Front,Unleaded,9.1,69550.0,NSW,6,SUV,4,7,49990.0
Toyota,2019.0,Kluger,SUV,USED,Automatic,3.5,Front,Unleaded,9.1,64766.0,NSW,6,SUV,4,7,49990.0
Kia,2023.0,Picanto,Hatchback,USED,Automatic,1.2,Front,Unleaded,5.8,77.0,NSW,4,Hatchback,5,5,22990.0
Kia,2020.0,Carnival,Wagon,USED,Automatic,2.2,Front,Diesel,6.5,40605.0,NSW,4,Wagon,4,8,62990.0
Toyota,2021.0,C-HR,SUV,USED,Automatic,1.8,Front,Hybrid,4.3,33672.0,NSW,4,SUV,4,5,46990.0
Mazda,2012.0,BT-50,Ute / Tray,USED,Manual,3.2,Rear,Diesel,8.4,268463.0,QLD,5,Ute / Tray,2,3,12973.0
Ford,2014.0,Territory,SUV,USED,Automatic,2.7,Rear,Diesel,8.2,222165.0,WA,6,SUV,4,5,10990.0
Lexus,2017.0,RC350,Coupe,USED,Automatic,3.5,Rear,Premium,9.4,58652.0,NSW,6,Coupe,2,4,53990.0
Toyota,2017.0,C-HR,SUV,USED,Automatic,1.2,AWD,Premium,6.5,76211.0,NSW,4,SUV,4,5,29490.0
Suzuki,2021.0,Ignis,SUV,USED,Automatic,1.2,Front,Premium,4.9,26882.0,NSW,4,SUV,4,5,21850.0
Skoda,2023.0,Kodiaq,Alto Skoda Artarmon New Cars,DEMO,Automatic,2.0,4WD,Premium,8.2,1502.0,NSW,4,SUV,4,7,51868.0
Mazda,2023.0,BT-50,Rockdale Mazda New,NEW,Automatic,3.0,4WD,Diesel,8.0,7.0,NSW,4,Ute / Tray,4,5,68688.0
Toyota,2021.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.2,53559.0,NSW,4,Hatchback,5,5,29888.0
Hyundai,2012.0,IX35,SUV,USED,Automatic,2.0,AWD,Diesel,7.5,108201.0,NSW,4,SUV,4,5,17990.0
Nissan,2016.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.1,118525.0,WA,4,Ute / Tray,4,5,29975.0
Toyota,2019.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.2,82021.0,NSW,4,Hatchback,5,5,32990.0
Hyundai,2020.0,Kona,SUV,USED,Automatic,2.0,Front,Unleaded,7.2,22749.0,NSW,4,SUV,4,5,27990.0
Toyota,2015.0,RAV4,SUV,USED,Automatic,2.0,Front,Unleaded,7.4,104319.0,NSW,4,SUV,4,5,25990.0
Audi,2016.0,Q3,SUV,USED,Automatic,2.0,AWD,Diesel,5.2,160934.0,NSW,4,SUV,4,5,17990.0
Audi,2023.0,A4,Audi Alto Artarmon New Cars,DEMO,Automatic,2.0,Front,Premium,6.1,2001.0,NSW,4,Sedan,4,5,69788.0
Toyota,2022.0,Corolla,Hatchback,USED,Automatic,1.8,Front,Hybrid,4.2,16274.0,NSW,4,Hatchback,5,5,34990.0
Nissan,2018.0,Navara,Ute / Tray,USED,Automatic,2.3,Front,Diesel,6.9,70604.0,WA,4,Ute / Tray,4,5,29980.0
Toyota,2023.0,RAV4,SUV,USED,Automatic,2.5,AWD,Hybrid,4.8,536.0,NSW,4,SUV,5,5,59990.0
Land,2016.0,Rover,Vehicle Masters,USED,Automatic,2.0,Other,Diesel,7.4,153264.0,QLD,4,Wagon,4,5,33990.0
GWM,2023.0,Haval,Dominelli GWM,NEW,Automatic,1.5,Front,Premium,8.1,7.0,NSW,4,SUV,4,5,33990.0
Toyota,2019.0,RAV4,SUV,USED,Automatic,2.5,Front,Hybrid,4.7,54950.0,NSW,4,SUV,5,5,42990.0
Mitsubishi,2017.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,182818.0,NSW,4,Ute / Tray,4,5,29990.0
Honda,2015.0,Jazz,Hatchback,USED,Automatic,1.5,Front,Unleaded,5.8,201156.0,NSW,4,Hatchback,5,5,12999.0
Holden,2011.0,Cruze,Sedan,USED,Automatic,1.8,Front,Unleaded,7.5,101300.0,NSW,4,Sedan,4,5,11990.0
Subaru,2014.0,Impreza,Hatchback,USED,Manual,2.0,AWD,Unleaded,7.1,151835.0,NSW,4,Hatchback,5,5,12900.0
Land,2014.0,Rover,SUV,USED,Automatic,3.0,AWD,Diesel,7.5,131686.0,NSW,6,SUV,4,5,64990.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,2.2,Rear,Diesel,7.8,114342.0,NSW,4,Ute / Tray,4,5,31990.0
Hyundai,2017.0,Santa,Albion Park Motor Group,USED,Automatic,2.0,Other,Diesel,7.4,103249.0,NSW,4,Wagon,4,5,28990.0
Ford,2011.0,Fiesta,Hatchback,USED,Automatic,1.6,Front,Unleaded,6.1,108812.0,NSW,4,Hatchback,5,5,11995.0
Kia,2020.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,38149.0,NSW,4,SUV,4,5,29900.0
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,20884.0,NSW,4,Ute / Tray,4,5,65990.0
Mitsubishi,2013.0,ASX,SUV,USED,Manual,2.0,Front,Unleaded,7.7,37398.0,NSW,4,SUV,4,5,19990.0
Nissan,2019.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,79787.0,WA,4,SUV,4,5,28990.0
Toyota,2018.0,Kluger,Harrigan Motor Group Used - Illawarra,USED,Automatic,2.0,Front,Unleaded,7.4,86099.0,NSW,4,Wagon,4,5,39950.0
Suzuki,2019.0,Swift,Hatchback,USED,Manual,1.4,Front,Premium,6.1,68011.0,NSW,4,Hatchback,5,5,24990.0
Toyota,2020.0,GR,Hatchback,USED,Manual,1.6,AWD,Premium,7.6,14787.0,NSW,3,Hatchback,3,4,48990.0
Mazda,2015.0,3,Sedan,USED,Manual,2.0,Front,Unleaded,5.8,67443.0,NSW,4,Sedan,4,5,18990.0
Hyundai,2018.0,Elantra,Sedan,USED,Automatic,2.0,Front,Unleaded,7.2,49963.0,NSW,4,Sedan,4,5,25800.0
Mazda,2017.0,3,Hatchback,USED,Automatic,2.0,Front,Unleaded,5.8,24223.0,NSW,4,Hatchback,5,5,23888.0
Mazda,2023.0,CX-30,Liverpool Mazda New Cars,DEMO,Automatic,2.0,AWD,Hybrid,6.0,6.0,NSW,4,SUV,4,5,48888.0
Holden,2014.0,Captiva,SUV,USED,Automatic,2.4,Front,Unleaded,9.0,141000.0,NSW,4,SUV,4,7,10999.0
Kia,2015.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,8.8,105688.0,NSW,4,SUV,4,5,21990.0
Honda,2012.0,Accord,Sedan,USED,Automatic,2.4,Front,Unleaded,8.7,153087.0,QLD,4,Sedan,4,5,15990.0
Audi,2017.0,Q5,SUV,USED,Automatic,2.0,AWD,Diesel,5.5,69135.0,WA,4,SUV,4,5,41900.0
Kia,2017.0,Cerato,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.3,27333.0,NSW,4,Hatchback,5,5,23490.0
Mazda,2023.0,BT-50,Rockdale Mazda New,DEMO,Automatic,3.0,4WD,Diesel,8.0,7.0,NSW,4,Ute / Tray,4,5,64888.0
Audi,2014.0,Q3,SUV,USED,Automatic,2.0,AWD,Diesel,5.8,59842.0,NSW,4,SUV,4,5,25990.0
Nissan,2019.0,370Z,Albion Park Motor Group,USED,Automatic,2.0,Rear,Premium,7.4,60884.0,NSW,4,Coupe,4,5,41490.0
MG,2022.0,MG3,Alto Blacktown MG,NEW,Automatic,1.5,Front,Premium,6.7,15.0,NSW,4,Hatchback,5,5,20490.0
Honda,2018.0,Jazz,Hatchback,USED,Automatic,1.5,Front,Unleaded,5.8,105067.0,NSW,4,Hatchback,5,5,18990.0
Lexus,2019.0,NX300,SUV,USED,Automatic,2.0,Front,Premium,7.7,15866.0,NSW,4,SUV,4,5,59900.0
Nissan,2012.0,Navara,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.8,178000.0,NSW,4,Ute / Tray,4,5,14990.0
Subaru,2011.0,Impreza,Hatchback,USED,Manual,2.0,AWD,Premium,8.9,155496.0,NSW,4,Hatchback,5,5,12990.0
Mazda,2011.0,3,Sedan,USED,Automatic,2.0,Front,Unleaded,8.2,227296.0,QLD,4,Sedan,4,5,10990.0
Ram,2017.0,1500,Highlands Garage,USED,Automatic,2.0,Other,Unleaded,7.4,230119.0,NSW,4,Ute / Tray,4,5,66990.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,65224.0,NSW,4,Hatchback,4,5,20990.0
Nissan,2015.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.0,178018.0,NSW,4,Ute / Tray,4,5,28500.0
Kia,2016.0,Cerato,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.1,107811.0,NSW,4,Hatchback,5,5,18880.0
Toyota,2019.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,107710.0,WA,4,Ute / Tray,4,5,48990.0
Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,7.5,52385.0,NSW,4,SUV,4,5,36880.0
Kia,2019.0,Stinger,Sedan,USED,Automatic,3.3,Rear,Unleaded,10.2,94151.0,NSW,6,Sedan,4,5,41990.0
Toyota,2019.0,Yaris,Hatchback,USED,Automatic,1.3,Front,Unleaded,6.4,54335.0,NSW,4,Hatchback,5,5,20990.0
Volkswagen,2019.0,Golf,Hatchback,USED,Automatic,2.0,Front,Premium,6.5,76692.0,NSW,4,Hatchback,5,5,39990.0
Toyota,2019.0,C-HR,SUV,USED,Automatic,1.2,Front,Premium,5.5,57413.0,NSW,4,SUV,4,5,27990.0
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.0,248145.0,NSW,5,Ute / Tray,4,5,28999.0
Kia,2020.0,Sorento,SUV,USED,Automatic,3.5,Front,Unleaded,9.7,54748.0,NSW,6,SUV,4,7,41990.0
Volkswagen,2021.0,Amarok,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,9.5,71514.0,NSW,6,Ute / Tray,4,5,53888.0
Hyundai,2011.0,IX35,SUV,USED,Manual,2.0,Front,Unleaded,8.5,174814.0,NSW,4,SUV,4,5,11995.0
Suzuki,2015.0,Vitara,SUV,USED,Automatic,1.6,Front,Unleaded,6.0,149000.0,WA,4,SUV,4,5,16990.0
Mazda,2017.0,3,Sedan,USED,Automatic,2.5,Front,Unleaded,6.0,78037.0,NSW,4,Sedan,4,5,25990.0
Nissan,2018.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.0,86980.0,NSW,4,Ute / Tray,4,5,38950.0
Audi,2017.0,A3,Sedan,USED,Automatic,1.4,Front,Premium,4.9,62262.0,NSW,4,Sedan,4,5,31990.0
Ford,2017.0,Everest,SUV,USED,Automatic,3.2,4WD,Diesel,8.5,107102.0,NSW,5,SUV,4,7,49500.0
Jeep,2020.0,Grand,SUV,USED,Automatic,3.0,4WD,Diesel,7.0,64129.0,WA,6,SUV,4,5,64990.0
Toyota,2022.0,Hilux,Ute / Tray,USED,Manual,2.8,4WD,Diesel,7.7,17920.0,NSW,4,Ute / Tray,4,5,69990.0
Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.9,118269.0,NSW,5,Ute / Tray,4,5,49990.0
Suzuki,2021.0,Swift,Hatchback,USED,Automatic,1.2,Front,Unleaded,4.8,31442.0,NSW,4,Hatchback,5,5,23990.0
Nissan,2013.0,Navara,Ute / Tray,USED,Automatic,2.5,4WD,Diesel,10.5,78365.0,QLD,4,Ute / Tray,4,5,29990.0
Toyota,2021.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.4,28608.0,NSW,4,Ute / Tray,4,5,73990.0
Kia,2019.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.4,49146.0,NSW,4,Sedan,4,5,21990.0
Toyota,2020.0,Camry,Sedan,USED,Automatic,2.5,Front,Hybrid,4.2,48107.0,NSW,4,Sedan,4,5,37990.0
Hyundai,2004.0,Elantra,Hatchback,USED,Automatic,2.0,Front,Unleaded,9.1,185413.0,NSW,4,Hatchback,5,5,2995.0
Toyota,2017.0,C-HR,SUV,USED,Automatic,1.2,Front,Premium,6.4,75482.0,WA,4,SUV,4,5,25990.0
Hyundai,2019.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,50088.0,NSW,4,Hatchback,4,5,23990.0
Kia,2017.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.3,53284.0,NSW,4,Sedan,4,5,21488.0
Mitsubishi,2017.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,107221.0,NSW,4,Ute / Tray,4,5,31940.0
Volkswagen,2018.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,7.5,34198.0,NSW,4,SUV,4,5,31888.0
Hyundai,2015.0,IX35,SUV,USED,Automatic,2.0,Front,Unleaded,8.4,105016.0,NSW,4,SUV,4,5,17990.0
Hyundai,2018.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,23657.0,NSW,4,Hatchback,4,5,25990.0
Holden,2019.0,Trailblazer,SUV,USED,Automatic,2.8,4WD,Diesel,8.6,86138.0,SA,4,SUV,4,7,31990.0
Suzuki,2021.0,Vitara,SUV,USED,Automatic,1.6,Front,Unleaded,6.2,16904.0,NSW,4,SUV,4,5,29780.0
Nissan,2021.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,8.1,25814.0,NSW,4,Ute / Tray,4,5,69990.0
